Customer ID,App Version,Device Type,Pages Visited,Time Spent on Each Page (in minutes),Date & Time of Login,"Clicks (Product searches, transactions initiated)",Session Duration (in minutes)
e7aa9aba-20a6-43d6-8b5b-7e9ab840f695,2.1.0,Mobile,"['login', 'contact']","[2.6, 3.87]",2025-02-03 17:36:18,6,21.47
517d2e5e-5bdb-4b01-ae14-f4c0ceb166d3,1.1.0,Desktop,"['settings', 'login', 'cart', 'about']","[3.86, 3.76, 1.24, 4.26]",2025-02-01 07:04:24,6,17.31
fd7f9ce9-df5d-4a23-b1b6-7efd51e42da9,2.1.0,Mobile,['login'],[3.1],2025-02-02 07:12:11,7,29.71
1f084624-8f2d-4daa-8163-2d743a55507f,1.0.0,Mobile,"['about', 'help', 'products', 'profile', 'checkout']","[2.31, 3.75, 3.01, 1.0, 1.93]",2025-02-01 19:41:22,10,25.73
e55091e5-5ab9-4183-8500-7d0a10dc7980,2.0.0,Tablet,['about'],[3.97],2025-02-02 03:16:59,2,23.41
93a41854-2768-4b64-9179-5c8d11a67608,1.2.0,Tablet,"['products', 'home', 'profile']","[3.55, 3.45, 3.86]",2025-02-01 11:07:23,2,18.38
c2230923-88ac-4f81-80c7-aca32d90edcc,2.1.0,Mobile,"['contact', 'home', 'checkout', 'products']","[3.2, 4.2, 3.54, 2.84]",2025-02-03 15:13:12,10,28.1
88173c28-86af-4779-b82c-93d635e42029,2.0.0,Desktop,"['help', 'cart', 'home', 'contact', 'products']","[4.72, 2.44, 3.54, 4.95, 3.29]",2025-02-01 21:20:24,4,10.54
5de3ee06-a13b-4f0a-a1f6-37a6eb17c25d,2.1.0,Desktop,"['profile', 'products', 'checkout', 'about', 'cart']","[2.46, 4.88, 4.31, 4.01, 1.28]",2025-02-01 02:12:10,6,6.06
6f3c01fb-6a3b-4fe3-8091-9890d552a4f5,1.0.0,Tablet,"['help', 'contact']","[2.53, 4.17]",2025-02-01 02:01:45,8,22.64
fefba7b1-02c4-40a4-91fb-b20460df6d40,1.1.0,Mobile,"['products', 'cart', 'login', 'about']","[4.67, 2.43, 2.98, 4.5]",2025-02-01 12:16:06,6,26.73
f57e08f1-0b5d-4088-8bab-5076a26f70ff,1.1.0,Tablet,"['settings', 'contact', 'cart']","[2.76, 2.15, 3.62]",2025-02-02 17:13:35,9,19.49
a82ace07-e9d2-4adf-beb8-c8e101618d1f,1.0.0,Desktop,['contact'],[1.42],2025-02-02 14:17:52,8,6.07
f8feb4ca-e881-4be2-ac71-1d3d88f34eb8,1.1.0,Mobile,"['home', 'checkout']","[3.28, 4.85]",2025-02-02 04:07:05,7,13.77
a32cd2b4-b3f4-43f9-b2d1-d73a8104ab23,1.2.0,Tablet,"['cart', 'checkout', 'profile', 'home']","[4.0, 3.0, 4.61, 3.44]",2025-02-02 20:53:10,7,29.81
f168c0c1-3699-4b91-86a0-4c6ccfb10461,1.0.0,Tablet,"['profile', 'checkout']","[1.2, 4.87]",2025-02-02 19:37:26,8,14.61
5f342c37-46a9-413c-8640-10f5d5811db7,1.2.0,Desktop,"['checkout', 'login', 'contact']","[2.49, 2.42, 1.29]",2025-02-02 06:16:13,3,10.07
48a28003-398c-4b90-9ad2-d1a1f6afdf3f,1.0.0,Desktop,"['home', 'settings', 'about']","[2.82, 1.93, 4.81]",2025-02-02 10:11:12,3,15.48
3efe87cc-82fd-455a-960c-0dd661ad147e,1.0.0,Tablet,"['login', 'cart']","[2.36, 1.93]",2025-02-01 17:31:58,3,12.58
a6a6431e-4a60-4719-8903-4c5d134a564b,1.0.0,Mobile,['settings'],[2.0],2025-02-01 11:37:30,3,7.33
4c9f1be5-39b1-4137-98a1-b1a2053bec40,2.0.0,Mobile,"['contact', 'products', 'about']","[4.71, 1.94, 1.63]",2025-02-03 17:40:52,3,23.43
b417aed5-21df-45ae-a4f3-b7dcd122d687,2.0.0,Desktop,"['contact', 'login']","[3.65, 1.56]",2025-02-02 05:23:59,9,24.48
85146172-2bbb-4da8-8373-49dec9306941,1.1.0,Mobile,"['about', 'settings', 'products']","[3.69, 2.91, 1.83]",2025-02-01 01:13:03,6,8.02
8d4e7fdb-410e-4518-915a-c34363e72d96,1.2.0,Mobile,['profile'],[3.09],2025-02-03 23:28:07,8,16.11
0111d680-e792-4d6b-8d1f-4625d7bd1f66,1.1.0,Desktop,"['contact', 'settings', 'home', 'products']","[4.13, 2.25, 2.94, 3.24]",2025-02-02 05:56:07,9,14.15
74189514-7437-406f-ac7a-490a57dfbede,1.2.0,Mobile,"['about', 'checkout', 'products']","[2.06, 1.89, 3.79]",2025-02-02 21:26:32,7,6.4
e654cce8-58f2-4a1e-a35e-420f23577d92,1.2.0,Mobile,['products'],[3.59],2025-02-01 06:32:57,5,8.72
59e8624c-e110-43de-8b19-1c15ff85c7b5,1.2.0,Desktop,"['profile', 'about', 'home', 'login']","[2.39, 1.96, 4.35, 1.14]",2025-02-01 18:58:19,2,11.7
4c8d71fd-dda6-4c37-891c-d89da875d753,2.1.0,Desktop,['help'],[4.85],2025-02-01 21:36:34,10,19.15
4410b3c3-7423-41e4-a9c1-882ff9ff498b,1.2.0,Tablet,"['login', 'contact', 'home', 'checkout']","[4.81, 4.79, 1.07, 2.99]",2025-02-03 03:58:56,10,23.5
0176ec9c-8c08-4ec6-b3ab-c125d669676e,1.0.0,Tablet,['home'],[3.55],2025-02-03 03:02:09,8,21.06
8309ec84-0b75-4ed0-b0ff-384b2929e638,1.1.0,Tablet,"['help', 'cart']","[3.71, 4.98]",2025-02-01 12:22:27,1,12.72
457cf46a-8977-4321-ad31-00e2239d3a69,2.0.0,Tablet,"['login', 'products']","[2.03, 4.49]",2025-02-03 22:12:47,8,16.97
22fa545c-f96b-4f5d-b030-17824c622c5d,2.0.0,Tablet,"['profile', 'settings']","[1.5, 1.63]",2025-02-01 20:50:53,7,15.64
01fca5b5-8f5f-4e8e-af51-dd50e13aff89,1.2.0,Desktop,"['help', 'login', 'products', 'cart']","[2.28, 1.6, 2.68, 3.84]",2025-02-01 07:31:50,8,10.36
138d06f4-3495-4b51-9bf3-6d000c4cac05,2.0.0,Tablet,['help'],[3.17],2025-02-01 19:19:20,3,20.06
dbe90740-680e-496d-a275-ee9599245b63,2.0.0,Tablet,"['about', 'home', 'products', 'checkout']","[2.49, 1.85, 4.17, 3.84]",2025-02-02 03:55:31,3,20.69
226d9929-4d12-4ed6-acc6-1438d6a669b8,1.1.0,Desktop,"['settings', 'profile', 'home', 'cart', 'checkout']","[3.12, 4.91, 1.12, 1.44, 4.16]",2025-02-01 15:44:06,6,21.23
221906fd-0bea-40fc-8932-3d85d0aa1fff,1.0.0,Tablet,['products'],[2.06],2025-02-01 18:15:17,8,21.78
a0e14b56-9641-4a7e-9869-b9b810521171,1.1.0,Desktop,"['help', 'settings', 'checkout', 'login']","[4.84, 2.37, 4.85, 1.24]",2025-02-02 22:49:29,4,15.33
f32ff6be-0cb3-4677-91d5-c81bad880549,2.1.0,Mobile,"['about', 'home']","[2.43, 2.94]",2025-02-03 22:00:02,9,20.98
071ffd51-f54e-4b60-8461-a4cbbc8cf9e6,1.2.0,Tablet,['login'],[2.09],2025-02-02 18:55:52,9,16.39
55bc2b29-8403-4c70-8916-f33af157ee86,1.2.0,Mobile,"['settings', 'login']","[1.43, 3.41]",2025-02-03 15:18:38,1,27.61
9007a701-843b-42d9-999d-d35d3ee9609a,1.2.0,Tablet,['about'],[2.05],2025-02-02 09:50:49,3,28.89
fed18fb6-a08c-4b6e-be7f-3f23c8e9ba8a,1.1.0,Mobile,['login'],[2.55],2025-02-01 05:33:11,7,7.97
ddf34c33-bfd7-45e2-ad29-2d4338a6c9c7,1.0.0,Tablet,['products'],[1.5],2025-02-03 06:00:05,9,21.74
b6830aa0-f845-4dee-b051-e153dc07694c,1.0.0,Mobile,"['contact', 'home', 'checkout', 'help', 'settings']","[4.98, 1.16, 3.81, 2.49, 3.41]",2025-02-03 03:33:40,5,15.08
b7b83cd5-29c4-4747-8d02-14e027d08680,2.0.0,Tablet,"['login', 'about', 'help', 'profile']","[1.47, 4.93, 1.37, 3.87]",2025-02-02 13:57:01,4,26.13
173c78d0-830d-49be-9002-309bb0436508,1.1.0,Tablet,"['products', 'checkout', 'contact', 'help', 'profile']","[4.53, 4.44, 1.27, 2.76, 2.68]",2025-02-03 08:09:31,9,20.81
ccfcb720-bed5-49fd-94db-63cd0c06cacf,1.1.0,Tablet,"['products', 'help']","[2.32, 4.79]",2025-02-03 01:31:39,3,15.86
426843ff-b161-4578-8066-e8e4b8e032b2,1.1.0,Desktop,"['home', 'about', 'checkout', 'profile']","[4.61, 3.72, 4.33, 3.56]",2025-02-01 02:13:08,2,22.82
ff033695-a4f3-4ce0-8e50-a0c28f0602aa,1.1.0,Mobile,"['help', 'login', 'home']","[1.97, 1.48, 4.59]",2025-02-01 08:26:08,7,28.49
85ae0407-c3f5-4f47-b15c-7c8c5002363d,1.1.0,Desktop,"['help', 'checkout']","[4.03, 1.6]",2025-02-03 12:40:50,5,7.92
ac21437a-d62d-40d1-b6bf-2c4854208456,1.2.0,Mobile,"['settings', 'about', 'checkout']","[3.61, 1.29, 3.45]",2025-02-03 15:36:59,7,8.77
7096175d-c0af-4378-afce-9d81082a1973,2.1.0,Tablet,"['login', 'contact']","[4.65, 1.01]",2025-02-03 04:07:50,1,19.35
4d8409f6-5db6-4dad-a201-3af0aaff8ef8,2.1.0,Desktop,"['products', 'contact', 'settings', 'help', 'profile']","[2.49, 3.6, 4.25, 1.91, 4.97]",2025-02-01 06:43:25,7,23.84
5a5db7d8-4f2d-41d4-98fa-4885426ff799,1.1.0,Mobile,"['home', 'help', 'checkout', 'about']","[4.19, 2.39, 4.9, 3.51]",2025-02-02 14:30:13,2,17.31
89d31068-9d30-4938-8856-4bdc63597e5d,2.0.0,Desktop,"['cart', 'checkout', 'help', 'home', 'contact']","[3.88, 4.72, 3.15, 3.57, 1.23]",2025-02-01 00:36:47,4,16.32
afa018d9-ce76-4f81-be0f-034a3585bfd7,1.1.0,Mobile,['help'],[4.97],2025-02-03 19:37:47,3,7.35
220c83ae-d050-469f-8232-ef75ed62b6cb,2.0.0,Mobile,"['login', 'contact', 'about', 'cart', 'home']","[1.87, 2.71, 3.72, 3.18, 1.76]",2025-02-02 05:34:16,7,7.57
c7b76c86-51bf-40d3-a913-0f23cc5763f8,1.2.0,Tablet,"['cart', 'login', 'about']","[3.26, 4.38, 3.96]",2025-02-01 12:02:23,6,27.98
fca30fba-cd05-4f13-a050-1e4e89e5a7fa,2.0.0,Mobile,"['checkout', 'home']","[2.9, 3.17]",2025-02-03 12:28:34,5,17.93
d3dd1295-251a-4b05-ba7f-1c85b8542ea1,1.1.0,Mobile,['settings'],[1.91],2025-02-03 13:09:45,6,14.11
3c82b8aa-33c6-4b69-91db-474009d2f256,2.1.0,Tablet,['settings'],[1.98],2025-02-01 11:27:20,10,8.42
7afb3e29-0376-4c8d-9d01-e480ec645dfe,2.1.0,Mobile,"['login', 'help']","[1.7, 3.75]",2025-02-01 21:49:14,1,15.93
8557e141-e2bc-449a-83cd-dd3c058a9742,1.2.0,Desktop,"['help', 'cart', 'checkout', 'about', 'products']","[1.71, 3.36, 4.12, 2.98, 2.78]",2025-02-03 07:11:44,3,11.03
4a4ffcb0-d5fb-4bb2-8833-64b15d9e2de8,2.0.0,Mobile,"['checkout', 'contact', 'cart', 'profile', 'login']","[1.39, 1.8, 2.98, 4.21, 4.71]",2025-02-02 18:21:01,10,29.04
03bc8dfe-d491-4be9-acb7-86f6e2a63ffd,2.0.0,Desktop,"['products', 'profile', 'checkout']","[2.05, 4.2, 1.45]",2025-02-02 02:51:18,8,17.95
a874b226-2a24-49c7-a44e-221d71c8bfc4,2.0.0,Desktop,"['contact', 'checkout', 'help']","[2.12, 3.53, 3.26]",2025-02-02 15:38:05,10,6.77
3ed2ba02-5822-447b-96bf-573f824d0649,1.1.0,Tablet,"['home', 'settings']","[1.42, 2.17]",2025-02-03 11:51:57,4,22.23
a84e5cc5-ccfa-4dfa-8ce3-739922c9441c,1.2.0,Desktop,"['products', 'profile', 'about', 'login', 'settings']","[3.47, 3.76, 4.34, 4.48, 1.69]",2025-02-03 11:28:21,9,21.92
f40413e8-e8e0-4e6b-80c6-35e3cb343ff4,2.0.0,Desktop,"['home', 'contact', 'profile']","[3.11, 3.47, 1.76]",2025-02-03 11:46:18,4,23.03
9e15b664-2196-4853-9593-c0e1b1c36620,1.2.0,Desktop,['contact'],[1.1],2025-02-01 01:03:24,3,13.77
f4af3d08-af5f-44a9-a0a8-9c273b820a96,1.0.0,Mobile,"['profile', 'checkout', 'about', 'home', 'contact']","[4.6, 3.46, 4.6, 4.26, 2.62]",2025-02-02 19:40:55,2,7.4
099760cd-c4c5-41c0-9a96-308cf16bd95a,2.0.0,Mobile,"['login', 'profile', 'help', 'contact']","[2.32, 4.73, 2.87, 4.11]",2025-02-02 12:32:47,1,22.1
671c7173-6956-4b3a-ac4e-d6c0db9cac3f,2.0.0,Mobile,"['contact', 'cart', 'about']","[3.29, 1.99, 3.69]",2025-02-01 18:58:12,2,23.96
bf62ea93-08e9-4069-8016-b6d82cd60c7b,1.0.0,Desktop,"['login', 'checkout', 'about', 'help']","[1.37, 4.13, 1.7, 2.16]",2025-02-02 11:47:09,9,20.26
c942df93-145c-4e0c-9389-62bdf9d5553b,2.0.0,Mobile,"['checkout', 'cart', 'about']","[3.5, 3.89, 3.53]",2025-02-01 02:21:42,8,25.78
bd9d5580-ea7f-4afe-9d4d-d72ee4c1ea51,1.2.0,Tablet,"['profile', 'checkout', 'login', 'help', 'about']","[2.67, 4.66, 4.49, 3.06, 4.81]",2025-02-02 15:45:50,1,20.96
34b1aed1-5af6-4bac-906b-24bc340232dc,2.0.0,Tablet,"['checkout', 'cart']","[4.07, 1.05]",2025-02-02 03:21:15,1,28.35
a35fb753-fe33-44e0-b609-34fbe3a20eb5,2.0.0,Mobile,['checkout'],[2.13],2025-02-01 21:44:05,7,5.67
bb6866dd-7985-4478-a29e-acaf226b1ef0,1.0.0,Desktop,"['profile', 'cart', 'about', 'settings', 'checkout']","[1.35, 1.73, 1.93, 3.95, 1.64]",2025-02-03 11:37:34,6,26.38
507cabf6-c8aa-46df-94a2-bbc9354fb055,2.0.0,Desktop,['home'],[4.41],2025-02-03 11:09:36,8,10.92
a1d17ff4-34b6-415f-8339-ffc71a8bd967,1.0.0,Desktop,"['cart', 'help', 'profile']","[1.0, 2.33, 1.02]",2025-02-02 21:56:16,7,10.21
cb575978-b9f3-4abb-b8c3-caf676b0a928,1.0.0,Mobile,"['cart', 'login']","[1.36, 1.21]",2025-02-03 03:40:24,9,20.27
a8ef30f6-d164-4119-9e8e-d9dd66298359,2.0.0,Desktop,['checkout'],[2.13],2025-02-01 16:24:21,10,28.05
8725ab91-a162-43f7-b8a3-aafe951d7b36,2.0.0,Tablet,"['profile', 'products', 'settings', 'cart']","[1.77, 4.77, 3.63, 1.23]",2025-02-01 15:56:36,2,28.61
52693607-b789-454e-9bc1-aea582b04441,2.1.0,Tablet,"['login', 'settings', 'help', 'contact']","[1.73, 2.49, 4.13, 1.26]",2025-02-03 14:54:32,7,7.7
fb851065-19c1-4d67-8f5a-baa9c557d52c,2.0.0,Tablet,"['products', 'home', 'profile']","[3.79, 1.43, 3.96]",2025-02-03 18:03:20,3,29.72
16ac91e2-2f21-4fc2-bd6a-63d0520895f2,1.1.0,Tablet,['profile'],[1.61],2025-02-02 14:51:42,5,18.37
8f6ea5a1-bc88-43c6-b035-4d4105da0a79,1.2.0,Tablet,['settings'],[2.08],2025-02-01 10:34:06,3,23.75
34fd8ef5-ec78-4bd7-959d-35448a02b4c6,1.1.0,Desktop,"['profile', 'login', 'checkout', 'home', 'settings']","[2.58, 4.5, 1.54, 4.72, 2.17]",2025-02-02 17:53:43,6,15.06
b2949b04-2780-4d98-923e-06a85e2434a7,1.2.0,Desktop,"['products', 'settings', 'contact', 'home']","[4.5, 3.34, 3.87, 3.43]",2025-02-03 17:35:39,9,11.65
dc715da7-86f0-438e-9d71-710180ebfa9d,1.1.0,Tablet,"['help', 'settings', 'about']","[1.39, 3.01, 4.59]",2025-02-01 10:21:22,1,5.7
b8dce9b4-12ee-42e0-b84f-cc948c3432cf,1.0.0,Desktop,"['login', 'home', 'products']","[1.22, 4.68, 2.11]",2025-02-02 20:27:16,3,11.04
752068f5-f6f6-4cc9-918b-6bcb02614021,2.0.0,Tablet,"['home', 'cart']","[3.29, 3.75]",2025-02-03 16:07:11,8,27.99
f5d56924-e69e-4c84-852e-e133c98ed27a,2.1.0,Tablet,"['about', 'help', 'contact', 'settings']","[1.79, 4.01, 2.76, 2.72]",2025-02-02 12:06:57,7,16.67
a09400a6-665e-4e3e-aa75-2d78581e12e9,1.0.0,Mobile,"['products', 'settings']","[4.39, 2.09]",2025-02-02 17:49:01,8,16.45
658cd7ea-794d-4a21-9ae8-ceb580240192,2.0.0,Desktop,"['checkout', 'about', 'help', 'login']","[4.8, 2.29, 3.37, 1.98]",2025-02-01 19:26:55,9,5.87
920cc6d5-0cff-4c7b-8f47-249052231dad,1.0.0,Mobile,"['help', 'home', 'settings', 'checkout', 'about']","[3.72, 1.35, 1.66, 2.1, 1.21]",2025-02-01 03:18:53,4,23.72
9067f6b7-38da-4df4-aeed-e065b96edacd,1.1.0,Tablet,"['login', 'products', 'profile', 'help', 'cart']","[2.75, 4.6, 2.11, 2.41, 1.08]",2025-02-01 07:41:24,9,14.03
53293aec-194a-4f8e-944f-daa09e96794c,2.1.0,Mobile,['help'],[1.32],2025-02-02 02:41:52,1,22.65
7b88a51b-b0f3-4675-a3c2-a5c78281da39,1.1.0,Desktop,"['products', 'settings', 'login']","[1.25, 1.7, 3.09]",2025-02-02 22:56:36,9,11.83
411ca10f-f819-4488-9fed-cea72c69bd3c,2.0.0,Mobile,"['contact', 'home', 'products']","[3.69, 3.67, 2.02]",2025-02-02 23:27:52,4,27.38
e02eb5aa-f03e-46b2-b140-ab8bbd6647ee,1.1.0,Tablet,"['login', 'help', 'home', 'checkout', 'contact']","[1.46, 1.77, 3.6, 4.56, 1.4]",2025-02-03 13:03:38,5,28.52
82f9e372-ea7f-408d-8fe4-c49f3b7f3aea,1.2.0,Tablet,"['contact', 'profile', 'cart', 'about', 'products']","[1.08, 4.69, 3.16, 4.21, 2.69]",2025-02-03 01:14:13,2,22.42
989df03b-69f3-4467-a202-1ee56801dc74,2.1.0,Desktop,"['settings', 'profile', 'help', 'checkout', 'products']","[2.59, 3.12, 2.94, 3.61, 4.61]",2025-02-03 03:21:06,8,27.02
17030d51-f66c-4e82-bfa3-b4f023926294,1.2.0,Mobile,"['checkout', 'profile', 'contact']","[3.28, 1.28, 4.17]",2025-02-01 23:43:50,3,29.37
07bac0bc-a96e-41c5-ba78-9efe6074bef7,2.0.0,Desktop,"['settings', 'cart', 'products', 'checkout']","[1.15, 3.18, 4.44, 1.17]",2025-02-02 21:45:51,9,15.48
92f3087e-6dce-4657-bcc2-b57b85b4b29d,2.1.0,Desktop,"['help', 'settings', 'about']","[2.65, 4.75, 1.19]",2025-02-02 16:33:54,4,18.84
d313351b-a942-4542-8f83-7708290fff43,1.0.0,Desktop,['checkout'],[3.21],2025-02-03 04:12:56,4,11.19
e213943c-bee4-44f8-aa4e-223bf3212e07,2.1.0,Desktop,"['about', 'home']","[2.64, 4.16]",2025-02-02 15:59:55,3,18.29
057485b0-d4ae-4556-9b38-b32eeb703324,1.1.0,Desktop,"['settings', 'products', 'home', 'profile', 'help']","[4.86, 3.18, 4.32, 3.86, 1.89]",2025-02-03 16:03:57,10,22.97
5db2adf0-6068-41ea-a01b-70411872f24b,2.1.0,Mobile,"['help', 'contact']","[1.84, 1.85]",2025-02-02 00:49:34,7,7.88
7ea90c9b-e9bc-45f4-a9eb-9cfb526df176,1.1.0,Mobile,"['settings', 'about', 'profile', 'login', 'cart']","[3.03, 3.4, 3.09, 3.26, 2.4]",2025-02-01 00:58:49,5,8.72
77d81535-6051-4dfe-b247-be077fcb3e34,2.0.0,Desktop,"['contact', 'about', 'checkout', 'profile', 'help']","[1.22, 2.37, 4.8, 1.87, 1.79]",2025-02-01 10:35:45,2,23.08
0cb75da5-aee9-4c9a-be8d-aaa59c544592,2.0.0,Desktop,"['about', 'login', 'checkout', 'contact', 'cart']","[3.43, 1.96, 4.99, 4.76, 3.53]",2025-02-02 01:28:40,7,20.28
5d28a2b8-94b6-49eb-8804-08d146976d4d,1.2.0,Desktop,"['about', 'settings', 'profile', 'contact', 'login']","[4.5, 3.15, 2.88, 4.36, 2.59]",2025-02-03 21:31:14,5,10.99
66ba8779-c218-4562-afca-97a34cf5a96d,2.1.0,Desktop,"['about', 'contact', 'settings', 'home', 'checkout']","[4.74, 2.54, 2.58, 1.15, 2.11]",2025-02-03 10:17:46,8,5.22
0d07ca66-f5aa-4287-aff7-b684145059ab,1.1.0,Desktop,"['home', 'login']","[1.17, 1.84]",2025-02-01 22:03:31,1,25.32
b8dc1f35-4e8b-489a-a252-a5db6f09cc4e,2.0.0,Mobile,"['checkout', 'help', 'profile', 'login', 'settings']","[1.07, 4.13, 3.62, 4.71, 4.02]",2025-02-03 05:59:15,10,25.97
c28e75d5-3c1e-4711-a898-5b2a3ef1b737,1.2.0,Desktop,"['profile', 'cart', 'checkout', 'products', 'home']","[1.02, 3.44, 3.41, 1.21, 2.64]",2025-02-03 00:30:31,8,18.12
c2f5910f-d0d6-4cab-ab3e-4f4a1cdd0774,2.0.0,Tablet,"['help', 'settings', 'home']","[2.62, 3.99, 1.09]",2025-02-02 03:24:18,1,7.3
e429904e-79ce-4f1e-8805-b5ed5fbd8be1,2.0.0,Mobile,"['contact', 'checkout']","[3.08, 3.83]",2025-02-02 08:46:00,3,5.5
bffb7442-48b7-4384-a359-ab8959c50326,1.1.0,Tablet,"['cart', 'help', 'contact', 'about', 'home']","[4.77, 3.38, 3.73, 1.55, 1.71]",2025-02-03 17:34:31,1,10.56
6b406626-6e1e-498f-a0e3-95bd0c035888,2.1.0,Tablet,"['profile', 'products']","[2.66, 4.14]",2025-02-02 04:20:52,3,20.28
7159899d-0013-4eb0-8840-ae104f18b7dd,2.0.0,Mobile,"['login', 'settings', 'products', 'profile']","[3.16, 4.22, 1.66, 1.24]",2025-02-02 02:14:34,8,17.23
abffc20c-ebab-46ba-9e17-ff541e8ea5f6,1.0.0,Tablet,"['products', 'help', 'profile', 'settings', 'home']","[1.9, 2.41, 3.23, 3.82, 4.09]",2025-02-03 10:12:37,10,23.92
a83bb217-738e-43d2-a6c4-83c872c8f1d2,1.1.0,Tablet,"['profile', 'contact']","[4.24, 4.01]",2025-02-01 05:11:21,5,8.85
21d6a61a-98cb-4774-904b-b6925ab250a2,1.1.0,Mobile,['contact'],[1.3],2025-02-02 06:26:05,1,26.69
c05750b5-7107-4463-90c3-6d047a828295,2.1.0,Tablet,['cart'],[3.88],2025-02-01 11:35:51,3,10.02
cac27cf6-c55a-4996-8529-926f6899a7da,2.0.0,Desktop,"['help', 'home']","[3.53, 1.74]",2025-02-02 18:40:41,6,29.41
10c052e7-652c-4248-91a4-dee492b8d32b,1.1.0,Mobile,"['checkout', 'contact', 'products', 'cart']","[2.21, 2.49, 4.28, 4.64]",2025-02-02 03:41:08,5,14.2
71d4424b-bb3d-4278-84c7-d75eac490052,1.2.0,Desktop,"['cart', 'login']","[2.82, 3.47]",2025-02-01 08:16:00,10,28.02
cb33cd55-6cc9-419b-909d-134fa9fc1c09,1.1.0,Mobile,['checkout'],[4.63],2025-02-03 22:21:15,5,9.68
8ac92cce-4302-49b1-a7ef-b54305550b97,2.1.0,Desktop,"['checkout', 'contact', 'home', 'cart']","[1.34, 1.74, 1.21, 1.07]",2025-02-03 20:42:26,5,14.86
d052504b-1a26-4a82-b0a7-b2ee58c02a96,1.0.0,Desktop,"['settings', 'profile']","[4.16, 1.83]",2025-02-02 03:05:59,5,24.07
4ecf7410-181a-4866-957d-fb8d443faf25,1.1.0,Desktop,['help'],[2.6],2025-02-01 06:23:03,9,20.32
d4aa17a6-d148-4872-bc2e-e78cbc4f29ab,2.1.0,Mobile,"['products', 'home', 'help', 'about']","[3.84, 4.42, 3.93, 3.05]",2025-02-03 08:17:17,10,29.43
c287edfd-db11-4582-bf4a-e8bcb4aeba3f,2.0.0,Mobile,['products'],[4.89],2025-02-02 12:48:21,7,11.12
7c8521c6-d9ac-4eaf-bdd2-4a2713feb40a,1.0.0,Tablet,"['cart', 'profile']","[4.29, 2.82]",2025-02-02 06:19:17,10,15.32
