Customer ID,Credit Score,Loan Type,Loan Amount,Loan Status,Application Date,Decision Date
25032c5a-c01e-4e8f-8453-de5198e94216,618,Student,14047.51,Rejected,2025-02-02,2025-02-12
e9745610-981c-4514-8271-787bab567468,513,Home,143163.23,Rejected,2025-02-01,2025-02-05
17a135d8-6796-43ba-98b9-b33e95aa040c,524,Auto,28627.34,Approved,2025-02-01,2025-02-04
4f9c3053-9fae-4279-a6a6-3c22856a7dff,485,Auto,38668.46,Approved,2025-02-02,2025-02-03
37cc613d-31b8-4bb9-999c-f3bb4cbb5edd,694,Student,25106.03,Approved,2025-02-01,2025-02-09
0dc72b7b-6a55-491b-b49a-ee68fef1d090,413,Auto,10458.26,Pending,2025-02-03,
8e1cc572-07ae-4863-91c6-043215232fb9,454,Auto,40503.31,Rejected,2025-02-01,2025-02-12
1a9b1c18-8caa-406a-b200-836fe976ca6e,540,Student,21272.48,Rejected,2025-02-02,2025-02-09
3701f9c3-5df0-41eb-8579-f3cfd802d2ad,510,Personal,34431.48,Approved,2025-02-03,2025-02-08
5ac223c0-ebb8-4208-bfd8-785ecf1ab92c,531,Personal,37314.14,Rejected,2025-02-03,2025-02-11
6f226696-9d3a-424b-a702-8ff291e50c2b,577,Home,278611.79,Approved,2025-02-01,2025-02-01
6eb7c17c-4dcf-43dd-aed6-384f12f6db8a,566,Business,20172.97,Pending,2025-02-01,
e614e223-9852-4271-b837-d0b31b06ff3f,795,Personal,31540.77,Pending,2025-02-03,
0d91d36b-247c-4940-a1c3-f716c6b8bc33,460,Personal,31460.68,Rejected,2025-02-01,2025-02-11
18416734-9cf7-4e4a-8764-845a720b716a,471,Personal,39713.81,Rejected,2025-02-03,2025-02-07
edafd031-e22f-405e-bf46-a73a6e492d72,762,Personal,22256.06,Approved,2025-02-02,2025-02-10
2b0772d8-cfdd-4cbc-a2a8-2544688401b8,359,Auto,35226.68,Approved,2025-02-01,2025-02-03
153ee1a2-df89-4cbb-a709-31115b0a7769,328,Business,34097.01,Pending,2025-02-01,
178f7190-0e92-422e-9112-ce82badd4320,532,Business,110763.49,Rejected,2025-02-01,2025-02-07
eae6c9d3-f28f-4fe7-91d4-2daba764719e,846,Personal,8081.86,Approved,2025-02-02,2025-02-09
da7c4f06-db12-4053-90da-213f67024bc7,641,Student,1440.27,Rejected,2025-02-02,2025-02-04
b0c56120-7354-44d7-83f9-a1bb980e5130,544,Auto,41941.84,Pending,2025-02-01,
120a35be-5031-4ac5-9ea8-4454238bb138,488,Auto,30366.03,Rejected,2025-02-01,2025-02-05
a5cfa7fa-9499-4afc-99a5-a95464eb4bb1,810,Home,422388.83,Approved,2025-02-01,2025-02-14
30ca832c-7995-4105-8fea-e8f9d4568aa8,528,Auto,20998.38,Pending,2025-02-01,
b2387d44-e41e-4dfa-a141-7584b75dff1e,590,Auto,31579.75,Approved,2025-02-02,2025-02-04
18c2d26d-007d-435e-ba73-375dbc498c61,702,Student,8604.34,Pending,2025-02-03,
ebe150b7-23a1-4976-910c-c45bf1559a42,472,Personal,40628.97,Pending,2025-02-03,
cec3878b-66c2-458f-a1a3-c09b866c8f8b,533,Student,23583.18,Approved,2025-02-02,2025-02-08
b17e679b-1851-4d5c-ac70-b94104ec961f,732,Business,153432.76,Approved,2025-02-01,2025-02-14
d7e3c03f-e239-496c-b3d1-fed362aac3ef,500,Home,491808.65,Pending,2025-02-03,
883bf9a6-9c5a-4cc2-be02-4d08f58e9c85,306,Business,92128.07,Rejected,2025-02-02,2025-02-16
a6bfd547-551d-4bf8-9857-ca347421cb3d,608,Auto,47132.56,Rejected,2025-02-03,2025-02-06
ac0f0e7c-b448-4c74-bfb9-9635cb756a9d,384,Home,300534.56,Approved,2025-02-01,2025-02-02
bfbf4b32-5283-4084-8188-89c6b901355c,600,Business,104600.84,Approved,2025-02-02,2025-02-02
c761f2bc-6838-44c7-bb86-286a9ef2b1de,720,Home,422009.02,Approved,2025-02-03,2025-02-04
61dd5cd7-4c35-49a8-bfc9-2c22055bda7f,595,Business,144496.26,Approved,2025-02-02,2025-02-07
90f39e62-380b-44f0-9461-a234fab7916d,607,Business,116067.9,Rejected,2025-02-02,2025-02-14
af34634c-3ac7-45c3-9ba1-7bd274d75a28,768,Auto,44004.44,Pending,2025-02-01,
1deab4c7-817f-47fa-81e1-f0187da70ce0,367,Personal,9330.75,Rejected,2025-02-02,2025-02-16
c181ec45-9963-4add-a6e8-0ea5444deff6,685,Personal,7131.7,Rejected,2025-02-01,2025-02-13
e6f11c58-e7b3-4d86-9086-d5584191c8ac,676,Business,183448.14,Pending,2025-02-01,
5659686f-e6be-46f5-9c95-80d20e1950cc,381,Home,345190.22,Pending,2025-02-01,
6353366a-db09-43a8-92e5-77f3e8a3a1d9,555,Business,169069.11,Rejected,2025-02-03,2025-02-13
73564625-ec42-4955-aad0-905293eb3c8c,752,Auto,20275.02,Pending,2025-02-01,
839e62d8-ae6b-43cb-9c49-19b4d9c3b660,561,Business,79111.0,Approved,2025-02-01,2025-02-03
52379faa-b047-47d8-b482-e989dd23cafd,550,Student,18696.53,Approved,2025-02-01,2025-02-09
d0ecf1e6-64ce-45c8-80da-2849b9fa99a2,834,Home,204201.36,Rejected,2025-02-03,2025-02-16
e856857f-815b-4ea5-8e23-e615b3d934e6,742,Business,171611.34,Rejected,2025-02-01,2025-02-06
1816d849-5c62-468b-9f4b-fe8985fcec3e,745,Home,137976.47,Approved,2025-02-03,2025-02-04
f923f27c-c415-4440-ac9f-c3fce935580d,479,Personal,23040.07,Approved,2025-02-01,2025-02-03
ab03179c-4be0-43cb-8fdc-fa33fbd2fbe6,756,Auto,20602.69,Pending,2025-02-01,
ceb20127-5faa-4994-8c63-6e9a61cd59d6,394,Business,157855.83,Approved,2025-02-01,2025-02-07
7b99d7e9-3861-4638-b9ee-da30f191a13e,678,Student,14411.16,Rejected,2025-02-02,2025-02-14
2530b2ed-da47-4f00-9ce8-388871e8780d,377,Business,94288.59,Approved,2025-02-03,2025-02-03
9ae3804d-619b-49e6-8835-b3f494c85195,322,Business,155558.83,Approved,2025-02-02,2025-02-09
305faaed-e414-44c6-9354-95a65709ad21,703,Auto,10280.36,Rejected,2025-02-02,2025-02-15
cb5855ea-25a8-4f6b-8efe-88ea80c8082f,547,Home,142545.64,Rejected,2025-02-02,2025-02-14
2fc25117-0280-498d-aff4-22e6dd8caff1,670,Auto,37562.18,Rejected,2025-02-02,2025-02-16
85752b4c-aac4-4c4d-a3cb-11bc1b5b818e,534,Student,12568.76,Approved,2025-02-01,2025-02-01
c2bef988-21aa-4544-b24b-03404795fe2a,830,Business,103181.8,Approved,2025-02-03,2025-02-04
bb40d0d3-fa27-433e-afbb-15707939f5ef,839,Home,445549.63,Pending,2025-02-02,
68455d9c-1e4d-46ca-a69e-3529afec9f53,402,Business,126128.51,Approved,2025-02-03,2025-02-15
646bd929-99b4-4b20-babb-e0376d2503cc,648,Auto,14208.1,Rejected,2025-02-02,2025-02-14
06f5bfcf-1fef-4442-a664-1ee01c4701ff,795,Home,140589.86,Approved,2025-02-01,2025-02-11
388723ba-6ce3-4a38-91b0-dd06647211db,507,Auto,17347.45,Pending,2025-02-03,
43fe218b-568c-4628-8466-8451f0af2035,777,Business,27767.84,Rejected,2025-02-03,2025-02-17
9673c7a7-1b6d-4796-ab13-55845d08fe58,332,Auto,35520.38,Approved,2025-02-01,2025-02-10
d1b424c5-bcb8-40e8-b133-2cbf2fe3ca41,482,Business,198360.76,Rejected,2025-02-03,2025-02-16
50bbd7cf-5932-44bd-942c-80fcbfb1d46e,572,Home,497502.56,Approved,2025-02-02,2025-02-11
a6cfc142-bf6a-40e9-85ae-475a6110aa41,365,Student,29389.27,Approved,2025-02-01,2025-02-05
c490a1ed-1fd5-46a6-86cf-298d1639e616,708,Business,94583.63,Pending,2025-02-02,
3418a130-08af-41df-9822-f9722044b966,672,Personal,36968.59,Pending,2025-02-03,
be4e10c2-09da-4fa3-b28c-6824b094a73b,778,Personal,11422.37,Rejected,2025-02-02,2025-02-02
cb375519-cf0c-4a03-8dc6-4842bd53a0b0,639,Auto,40344.44,Approved,2025-02-01,2025-02-04
53406f0c-bec2-4c3e-8226-087747216b24,392,Home,212557.0,Pending,2025-02-02,
759e4743-2e78-4e27-b1e0-7c23e2b0dca4,303,Auto,33238.87,Approved,2025-02-02,2025-02-10
f2f6d0e1-5080-4f4e-aa79-7c3cf9d7a334,386,Home,323755.52,Approved,2025-02-03,2025-02-11
05e3cb5a-23bf-4648-87e5-3c25c63bfc35,778,Student,3742.24,Pending,2025-02-03,
8fb1c5ce-0828-4ee4-b746-d7e66535672d,818,Business,98274.47,Rejected,2025-02-01,2025-02-10
4db70495-6d40-4c43-9e98-a26a0e3ce44a,595,Auto,29082.96,Pending,2025-02-01,
d05f62bf-7539-4af2-b3c1-5aa6e3a2ce31,454,Personal,35531.02,Pending,2025-02-01,
33f7db45-74a4-4764-9209-f560ab2d08ba,518,Home,490980.48,Pending,2025-02-03,
33833fd2-674b-4ed5-8b9f-b611bedbfe90,738,Student,23863.36,Pending,2025-02-02,
aae454e6-42d4-4fb7-9dc4-d015c8fb85de,588,Auto,26318.19,Pending,2025-02-03,
0b8a8373-8ca3-4929-b3f4-4a9454e6eb7d,370,Personal,7119.14,Pending,2025-02-03,
fedc0223-c178-487c-85e9-744c2922350d,540,Business,183597.75,Pending,2025-02-02,
daa66238-5d19-4782-a9be-d4885f3f2522,303,Personal,34502.97,Pending,2025-02-02,
efce218d-963b-4ae7-b298-8a6532e7f7cf,678,Personal,47401.52,Approved,2025-02-03,2025-02-12
4a576583-f94a-4bc0-9109-54681eaa6658,334,Business,121891.68,Approved,2025-02-03,2025-02-04
23f318db-b0eb-4258-9dd3-561ec24809ae,335,Student,16784.74,Approved,2025-02-03,2025-02-12
915ca9d6-c177-4ed1-b7f4-c1c6a7d05e80,745,Student,10239.96,Rejected,2025-02-02,2025-02-11
c865b80a-9af9-4cb2-85b2-1d81aff984f3,636,Personal,21585.16,Pending,2025-02-02,
accb7a26-d4cc-4425-b923-2e2be0c7f63b,627,Student,20870.05,Approved,2025-02-02,2025-02-11
5e017753-4d3f-4733-a0da-ac9c065a6ecc,849,Personal,12752.4,Approved,2025-02-01,2025-02-05
79e2a473-99ba-483b-850f-a2854fde9af7,521,Personal,22286.58,Pending,2025-02-02,
6de90114-31fb-467a-8d4c-f2af6e21c449,372,Home,367421.11,Approved,2025-02-02,2025-02-15
97021780-46f9-4c87-a6fa-7a0b9e6d6519,710,Personal,44696.9,Approved,2025-02-02,2025-02-04
95f74799-d177-404f-91a4-2d676f588210,555,Student,21142.79,Approved,2025-02-01,2025-02-11
d508b9ec-a085-422f-8766-b2a737bd7e74,371,Home,335012.63,Rejected,2025-02-03,2025-02-07
b8a8f24d-ca12-4980-8995-3e00cc8557b6,746,Home,189529.28,Rejected,2025-02-01,2025-02-07
5a8a9232-8115-480d-a89f-d4a35c290ab1,743,Auto,23074.41,Pending,2025-02-03,
c19eb877-4fa0-4eef-b6d2-4e5d19c65d65,483,Auto,42287.06,Approved,2025-02-03,2025-02-06
e7f71694-0085-4c70-9070-a29a98148eb3,542,Personal,43455.36,Pending,2025-02-01,
89bbf95f-f73e-46c9-bca2-06fdb0371293,325,Home,99452.83,Rejected,2025-02-03,2025-02-05
037de4f5-684e-4dce-acae-8875c571171f,841,Auto,34606.67,Rejected,2025-02-01,2025-02-11
ad220ee9-8bcc-42a6-a0ec-ed7a7203f651,482,Auto,22968.22,Rejected,2025-02-01,2025-02-11
efc4da5c-32f2-4603-a2b4-e83ae6ae74cb,693,Auto,31947.83,Pending,2025-02-03,
92448faa-64fb-441e-9c42-f1c49805dc84,582,Home,478405.59,Approved,2025-02-03,2025-02-13
1edcc302-1a74-48ce-a0ef-69ac30f99a94,821,Personal,17883.6,Rejected,2025-02-02,2025-02-16
dae56b45-64da-42f7-a14d-473a490eb2b3,482,Personal,7139.27,Rejected,2025-02-02,2025-02-09
f8613394-8db4-49fa-b5f5-47040a75bbd1,742,Home,324885.33,Rejected,2025-02-03,2025-02-08
209b3869-cbf6-40dd-89a1-ec12f22f7746,574,Student,9383.86,Pending,2025-02-01,
24e5fc93-60e3-43ea-9ec7-c7925047ebe8,647,Auto,43975.37,Approved,2025-02-02,2025-02-15
afbd800a-f8da-4b0f-8d40-523eff8e94ef,837,Auto,10853.89,Pending,2025-02-01,
f755deed-4a64-41d2-9352-a7cae9d4b71a,491,Auto,23425.6,Approved,2025-02-01,2025-02-05
7cb465b0-e86d-41dc-a4bb-2179c011f4a9,467,Personal,29894.98,Approved,2025-02-02,2025-02-10
b49fa3ea-f115-49e7-9550-02a885935861,781,Business,37379.51,Rejected,2025-02-02,2025-02-14
902336a6-676e-4d12-b00b-c22aace9f45c,361,Business,163708.9,Approved,2025-02-01,2025-02-01
904c1779-4186-455d-82ff-d04775d53b44,815,Auto,37341.45,Pending,2025-02-02,
0a8736af-49d9-416a-b8bc-1cefcfc3e170,720,Student,21808.58,Rejected,2025-02-02,2025-02-16
6f63b020-50ef-40b4-900d-db9074e3eb67,428,Personal,28852.02,Rejected,2025-02-02,2025-02-03
01dd71c9-b0d1-449c-8fbd-fca4a806698d,497,Personal,39020.78,Pending,2025-02-02,
6c6b8c3a-d86e-40f8-93f4-1749497caf18,600,Student,26155.91,Pending,2025-02-01,
d1e25355-6c59-4a99-bb07-3af11a9472c8,790,Auto,42235.39,Approved,2025-02-01,2025-02-03
6bf7e326-c322-4abf-b044-c6e2b4283b96,739,Student,22709.92,Pending,2025-02-02,
80f32d54-399a-45d8-b778-8fef34da336f,717,Business,128098.53,Pending,2025-02-01,
e3a12c9f-16ee-41ee-8baf-b1ca7cfbba84,829,Business,40676.34,Pending,2025-02-02,
5e05608d-9d47-4088-ab2d-2cb8d6207e82,698,Student,12486.24,Rejected,2025-02-01,2025-02-11
a1d76405-dd00-47f4-bf62-27a5e3d5ffe5,433,Auto,43331.54,Pending,2025-02-01,
d7b94354-3ecb-4900-abde-d5cc76caad7f,816,Business,26258.81,Rejected,2025-02-03,2025-02-10
251c8874-3725-4a07-bc23-75f1fedabd46,721,Personal,13386.84,Rejected,2025-02-02,2025-02-10
3b9071e2-bd97-4a7d-91c0-3eb31211026e,600,Home,460534.27,Approved,2025-02-01,2025-02-06
40eb9684-9a5e-42f0-9724-e6d542b6009d,359,Student,28941.68,Pending,2025-02-02,
8a57498a-9b52-4eac-991f-9cc54a06144c,503,Home,344267.08,Pending,2025-02-01,
9caf7651-58b8-4499-a598-d885ced8b7b0,516,Auto,11054.87,Pending,2025-02-03,
0ef2a190-ff28-4a5b-83ab-d2aea4b5c7f8,381,Home,405758.53,Pending,2025-02-01,
ba01eeac-8e07-4f00-8dcc-b7eeff091b07,655,Home,166717.58,Rejected,2025-02-03,2025-02-03
ebe8be6b-959b-4942-8e51-943787a8dfa3,522,Business,170830.76,Pending,2025-02-02,
2bf07453-beab-45d8-8897-2021170e5de4,517,Student,4268.88,Approved,2025-02-03,2025-02-14
ed375d07-c7d1-4cdf-9e4a-9549c720a2b2,521,Auto,39065.5,Rejected,2025-02-02,2025-02-03
28d8219b-4ac2-4ab9-b4f6-25b4e0687ee2,771,Student,10211.49,Approved,2025-02-01,2025-02-02
068c08b2-6433-4089-a683-7399f45b9eb1,677,Auto,44963.3,Rejected,2025-02-01,2025-02-12
b95f79e5-9336-44e2-ab58-4446c2b104c5,838,Student,23070.96,Pending,2025-02-03,
b36e6632-6f66-40a8-8895-063b2f6e665d,359,Personal,19812.06,Rejected,2025-02-02,2025-02-14
7192eb0d-e0f8-413f-98e0-705517b948fd,620,Personal,33106.99,Rejected,2025-02-02,2025-02-07
7804868e-0422-4e09-bc6c-3c16c274ec16,356,Home,343393.77,Pending,2025-02-02,
2502e505-3583-424b-9cf3-d504c6ee9ff6,724,Student,8744.19,Rejected,2025-02-01,2025-02-11
dff33ebd-5694-44e1-beaa-3fd688ee90e4,384,Student,27799.59,Pending,2025-02-03,
9cdc9dcd-07ae-44ec-8aaf-67aeccb8aead,752,Business,185051.11,Rejected,2025-02-03,2025-02-05
0984f192-6d0f-4575-aec4-a1d7c3393722,349,Auto,20889.96,Pending,2025-02-01,
7c695b57-6b32-41bf-9ac7-37c9d255f136,418,Home,82764.78,Rejected,2025-02-03,2025-02-12
608cb6ae-6186-4de5-abb5-dda425c2e1bf,547,Personal,6595.25,Rejected,2025-02-02,2025-02-08
bef07484-1cd9-479b-867f-3edbcda2aad6,533,Personal,24716.72,Approved,2025-02-03,2025-02-04
eb9c4bf8-ae25-4a91-9da7-2fdf59cc6b9e,735,Personal,12644.09,Approved,2025-02-01,2025-02-14
205da2f1-9003-4f3b-b8bd-f1f0d581c3c9,658,Student,25369.64,Pending,2025-02-03,
804a1dfa-552f-4bd6-8e54-5722ca5c299c,706,Auto,15418.36,Rejected,2025-02-02,2025-02-10
546394c8-2a06-4b62-95f6-311a35802582,693,Auto,26170.1,Rejected,2025-02-02,2025-02-10
6804678a-7468-4331-91f4-83787a538263,323,Student,10495.03,Rejected,2025-02-02,2025-02-05
98fd84a0-8af1-4b68-be72-1a8da7cbe379,339,Student,6075.56,Approved,2025-02-02,2025-02-12
d2addfa4-1f3d-4193-8a31-fb68634788d9,800,Student,10855.93,Rejected,2025-02-03,2025-02-13
cd48edcc-8af5-44c0-b487-25bd94991494,757,Home,183161.38,Approved,2025-02-02,2025-02-04
40fa1bdd-70a0-41f6-9f45-e21b24c249b7,737,Home,483606.27,Approved,2025-02-02,2025-02-04
3eff9aa2-5ec4-4366-8151-0ee5c264db48,768,Business,52455.44,Rejected,2025-02-01,2025-02-14
61ccb48c-3eb1-4fb5-a102-9373a123885a,798,Auto,13143.65,Rejected,2025-02-01,2025-02-10
519ba524-634f-4e53-8bfb-96aba18cc6ee,685,Personal,12478.54,Pending,2025-02-01,
3271ed00-9c7e-4b96-9717-c3eafca9494b,642,Business,46661.92,Approved,2025-02-02,2025-02-12
9791427b-7343-4b19-881f-5d55bb8b8441,371,Business,172634.9,Rejected,2025-02-02,2025-02-06
d6987dd8-5815-4264-9c72-5e7ce63c6859,769,Personal,19553.33,Approved,2025-02-01,2025-02-03
b343073b-f2bc-45fb-bc4e-0691470f8b05,800,Home,478192.43,Pending,2025-02-01,
0a3ae2e5-4db8-4ac1-afe8-f6a26a1b1690,500,Business,160750.45,Pending,2025-02-03,
9bb63484-5a04-4ae8-a90f-889d5d36eed6,699,Personal,16508.39,Pending,2025-02-03,
571de860-083f-4ec2-b9ac-dc8bf4797a8d,610,Business,13151.42,Approved,2025-02-02,2025-02-03
a798a2fa-3111-4b4b-b411-ee140d8849d2,691,Home,305126.83,Approved,2025-02-03,2025-02-09
1b0c572a-a1dd-42a5-a669-03c7a283df87,321,Student,9750.56,Pending,2025-02-02,
dc7302a6-7d81-4741-858b-cdb7d41f38a5,707,Business,149226.31,Rejected,2025-02-01,2025-02-14
52a1b1f0-b400-42f9-acea-e2073613236a,840,Student,22356.64,Approved,2025-02-02,2025-02-13
c7a163a3-d9a0-4b26-8b54-8d7533481fe3,479,Business,151098.6,Approved,2025-02-03,2025-02-14
cdd021d7-a125-4a75-8b67-141dae83dbc2,642,Auto,35391.31,Pending,2025-02-03,
729a761b-658b-4c19-910b-103baf0db36c,443,Student,17125.24,Approved,2025-02-02,2025-02-11
58631b9e-6af3-46d7-b5d2-eb0f21e1fbef,577,Auto,25669.25,Rejected,2025-02-03,2025-02-06
d18ad791-7678-4851-8133-41ed6c6893bf,841,Student,19368.99,Pending,2025-02-03,
9807995b-c3f9-481d-bf64-85556af122ff,781,Auto,20559.3,Approved,2025-02-03,2025-02-12
585afc68-5423-498c-8a17-93bd5ee73edd,381,Auto,40405.94,Approved,2025-02-01,2025-02-15
327260bf-50a4-4ee7-a990-14ecb092c545,824,Business,103438.75,Approved,2025-02-01,2025-02-14
f1ac2309-4a8a-46f4-8955-3da51e0d3504,525,Business,73526.69,Rejected,2025-02-03,2025-02-08
b000dbf0-1290-4e51-aeb9-27f1d200f8fb,478,Student,2807.89,Rejected,2025-02-02,2025-02-09
f0863fc4-cf00-42e6-b50b-7ae366401efa,841,Personal,13687.18,Rejected,2025-02-03,2025-02-16
40eba3d8-eb02-4778-b227-5a164f745225,601,Business,24635.05,Rejected,2025-02-02,2025-02-02
4d70c3ec-c774-49ad-980d-073fa4ae0d63,720,Business,20028.95,Approved,2025-02-03,2025-02-16
b04a2965-4ddb-43ec-a6a6-72db48fe139b,498,Student,9508.09,Rejected,2025-02-03,2025-02-08
86968b4d-ebfd-413b-b951-02c3de816a7e,636,Personal,47686.34,Approved,2025-02-01,2025-02-02
482ea69e-bf0b-476a-8001-655879508341,445,Auto,15571.45,Approved,2025-02-03,2025-02-11
81e83778-b5ab-41f4-8351-be969c34d28e,807,Home,433414.25,Pending,2025-02-02,
75591492-1c31-484a-9f1b-0bb58f152352,786,Business,186817.05,Pending,2025-02-02,
067456ed-fabd-4b03-87f4-ab916af7acff,741,Personal,27294.86,Rejected,2025-02-03,2025-02-17
296f6827-0110-4c1f-ba50-957af0f8d149,747,Student,11081.99,Approved,2025-02-03,2025-02-08
a2f617d2-7260-4c2d-aa08-ca5627b885fb,373,Home,282823.38,Approved,2025-02-01,2025-02-10
d6ca6bad-21c5-4dad-b3be-943761a3a704,494,Auto,12399.48,Rejected,2025-02-03,2025-02-14
f2014c78-e475-4ba6-b4dd-5acafc23f421,607,Student,13496.58,Pending,2025-02-03,
d944f14f-50aa-4752-8538-c78bde4a74ac,424,Auto,47835.26,Pending,2025-02-02,
2433285d-b28e-4a0b-9813-d8e53bb8476e,735,Business,56134.08,Pending,2025-02-03,
db243642-f66d-4494-a27a-5356391c8d41,703,Student,10822.71,Approved,2025-02-02,2025-02-04
5818b3db-2197-4b86-9c96-9dde1800c687,653,Student,1705.69,Approved,2025-02-01,2025-02-06
32dd940e-1deb-4a19-8d49-886c9a9fed1f,638,Business,38555.83,Approved,2025-02-01,2025-02-05
1e6c9d1a-0e09-44d0-bd41-6b35bd72ca26,473,Student,16880.63,Approved,2025-02-03,2025-02-09
0f65ff38-055a-44de-bc02-4f20c68eeb30,453,Personal,33886.12,Approved,2025-02-03,2025-02-13
39efb08e-73df-4608-8bbd-38c33805dbf7,390,Student,22096.68,Pending,2025-02-02,
c72aa291-8121-43bb-bbae-bf037cee6985,714,Student,13084.75,Approved,2025-02-02,2025-02-08
4cd338c9-d583-4ea9-b8c4-de13674c931e,837,Home,441824.97,Rejected,2025-02-01,2025-02-05
9c97956b-8fa5-4fe4-81f9-d406172bf6e8,595,Home,144513.69,Approved,2025-02-03,2025-02-05
22b2e209-59cb-434a-b9c1-28885288c196,781,Home,423628.07,Approved,2025-02-03,2025-02-07
8ba5d2a2-0d1c-469b-8779-f3d8db31c6f0,599,Personal,39667.31,Pending,2025-02-02,
1429d19d-f7a6-40e6-b6a6-760cad206599,536,Auto,47769.17,Pending,2025-02-01,
7d3b39f6-176c-46da-b0cc-1ea9cd78bca1,493,Auto,29807.84,Approved,2025-02-01,2025-02-11
4751447d-1ae6-4868-9a82-bec85ad4ad39,639,Home,239078.37,Rejected,2025-02-01,2025-02-03
f05f0ee0-b1f8-4a7f-8ac0-9f4fcfdd8176,777,Personal,20439.86,Rejected,2025-02-03,2025-02-06
60864cb8-bd2e-4232-951c-41c2b8609262,333,Personal,49051.2,Approved,2025-02-02,2025-02-03
8aec6612-4cf6-449b-a9ce-eed914c93a75,724,Student,4713.33,Pending,2025-02-03,
d4416bdb-d5dd-40b1-9a08-7e3f747f8ecc,339,Home,346505.86,Pending,2025-02-03,
6e3cb648-2f3f-4620-94f4-bbc54561c846,434,Home,128148.72,Rejected,2025-02-03,2025-02-09
f96f9a29-0030-4c45-8a01-b89eac979941,511,Personal,15057.64,Rejected,2025-02-03,2025-02-07
96732f98-ba6a-4975-bc56-5190f63eb259,472,Student,20703.89,Rejected,2025-02-01,2025-02-03
1aaa461e-e0a3-4323-8546-aca0c3e1f945,747,Personal,41990.34,Pending,2025-02-02,
d7058f08-7553-4afc-bce6-8dee0f677ba3,615,Student,7110.46,Pending,2025-02-02,
c60e5f67-6354-4830-9069-c5806c7cf503,637,Personal,27094.69,Pending,2025-02-02,
1d880a05-e83b-493e-8284-dbb921783b49,759,Auto,33344.0,Approved,2025-02-03,2025-02-12
