Customer ID,Social Media Platform,Post Type,Post Date & Time,Sentiment Score,Engagement Level
a9b54200-6621-4883-9e79-5fefebab858a,Facebook,Comment,2025-02-03 01:39:00,Negative,859
862f3499-c5b3-4a3e-b085-58c02cfd03cc,Instagram,Comment,2025-02-03 06:03:24,Negative,141
75e8a8e5-b94a-4ba2-bbc0-9cda7e76bd2b,TikTok,Share,2025-02-02 13:58:43,Negative,989
4df8e502-3429-4dca-b604-33ed2740c0a4,Instagram,Share,2025-02-01 00:17:59,Neutral,893
3ac3b450-e28c-45d0-bc57-16155ac24028,Twitter,Comment,2025-02-03 03:44:58,Positive,902
6b43548d-b511-4c7c-b9b1-365ae975c8ab,LinkedIn,Share,2025-02-01 14:16:59,Positive,803
1b81f9d8-92ad-4c93-9e41-6f6f8b36b6fc,Twitter,Like,2025-02-01 15:39:54,Positive,852
d25a12c7-6d28-4226-93d5-bf067aed7434,Twitter,Share,2025-02-02 11:54:20,Positive,922
2d5fbf7c-8cfc-433f-8a0b-f7442fb543d6,LinkedIn,Like,2025-02-03 09:23:53,Neutral,85
9d202d88-9d18-40ba-a113-71bfc607be08,Facebook,Like,2025-02-01 23:44:36,Negative,400
c4e1f5bf-e831-474a-aeb5-2d70bd1fb297,TikTok,Like,2025-02-01 08:00:08,Negative,767
9b8e8b31-f184-4a41-9c91-34132bc82431,LinkedIn,Comment,2025-02-02 12:30:21,Negative,689
6749da03-9640-4c0e-b5d2-fd3cd71357cd,Instagram,Comment,2025-02-02 08:58:53,Positive,765
f91a6381-027a-4477-8934-8b72929d6362,Twitter,Like,2025-02-01 10:46:53,Negative,378
315ac589-dc23-40fd-9f23-9a8ddf347d20,Twitter,Comment,2025-02-03 16:17:50,Positive,126
6618117b-fcc2-4c45-87a3-7c8086c722a7,LinkedIn,Comment,2025-02-02 08:43:53,Negative,230
b5f6d04f-1de4-4ad1-ad09-712b21792c7c,TikTok,Comment,2025-02-03 11:01:55,Positive,958
84c92a50-7a28-484b-a226-e13c5951281d,Instagram,Like,2025-02-02 11:12:49,Neutral,326
9f0c2133-7fc5-46e1-98ec-ac5e0f780741,Facebook,Comment,2025-02-03 22:30:06,Negative,318
d6028c53-176b-4dc9-9528-add796101ce1,Facebook,Share,2025-02-02 21:15:30,Positive,494
0b37a7cb-f042-45ac-a89f-d827d1c522b7,Facebook,Like,2025-02-03 19:30:49,Neutral,558
a9fbb23c-b519-406d-a944-fa1f59e0acfd,Facebook,Like,2025-02-01 13:16:52,Neutral,605
82111fcd-209c-4537-ace2-7780b923d931,Instagram,Like,2025-02-01 23:03:03,Negative,977
385b07d9-c098-435a-a397-22c07e54bd00,Instagram,Comment,2025-02-02 01:32:38,Neutral,321
0d32e6ef-bd76-4d98-ba28-14715b9f17cb,TikTok,Share,2025-02-01 18:18:10,Negative,736
a79b3d70-c123-46a3-a1d4-04bac5b24266,TikTok,Like,2025-02-01 04:37:12,Positive,37
f22a365e-1a13-489e-8f8b-2c15d94d6ed6,Instagram,Like,2025-02-01 12:59:04,Positive,861
b47ba7e2-ce9e-4c72-ad65-3c0515d4139b,TikTok,Share,2025-02-02 10:56:33,Positive,220
ec71defd-98a6-4e27-b66a-821ce15ad47f,Twitter,Share,2025-02-03 17:31:55,Negative,111
2ed46fd5-0dd8-4ea9-b2f8-65c52e6e5b5f,Instagram,Share,2025-02-02 04:29:02,Negative,436
961c260d-aaf0-4bc3-bc19-bcfe78eea6f6,TikTok,Comment,2025-02-02 11:59:54,Negative,382
4159095e-e830-4145-b802-f37eb70333cc,LinkedIn,Like,2025-02-01 07:53:43,Positive,320
3b1dcb6c-b8a2-40fe-9731-89da20215683,TikTok,Comment,2025-02-02 05:07:04,Negative,764
cad959e3-4503-441e-ae5b-f1c726583a80,TikTok,Comment,2025-02-03 10:07:17,Neutral,103
575539dc-86cd-4e5a-8dbd-16cc158a2f02,Twitter,Comment,2025-02-01 09:37:35,Positive,436
7c5b7150-d4d0-4dd0-83e8-649895f6d197,Instagram,Like,2025-02-01 12:22:54,Negative,438
d2b94f95-5f2f-4f4f-823d-7352cab6398a,Twitter,Comment,2025-02-01 02:56:50,Neutral,875
3dd3e23b-c48a-477f-9f9c-bf130fa54556,LinkedIn,Like,2025-02-01 22:36:56,Neutral,570
e2386cd0-79e7-40b2-b956-00c70359492c,LinkedIn,Share,2025-02-03 16:40:49,Negative,560
42c8176a-47c0-4ee2-9805-446a0fd1bd42,LinkedIn,Like,2025-02-02 15:39:46,Negative,160
9bdf961e-934a-4208-9878-7a172f9b32c4,Twitter,Share,2025-02-03 16:29:30,Positive,664
acf7b4b1-106f-4b17-b5f0-80fa8b0d5c82,Twitter,Comment,2025-02-03 03:39:50,Positive,953
d22612e5-61b3-4271-abd8-9a513f6a0322,Twitter,Comment,2025-02-01 22:57:01,Negative,238
f385a07e-5bad-45dc-9945-b076d6c97800,Instagram,Share,2025-02-03 00:45:44,Negative,826
c64ed4dc-a0b2-4520-adff-99dc3947656b,Instagram,Like,2025-02-01 02:11:58,Positive,694
856efc81-9d6e-4bba-bb78-580a416f8aa5,Twitter,Share,2025-02-02 10:57:15,Negative,177
b11141f7-29a5-4fce-babd-7f6a31aef57c,Instagram,Like,2025-02-02 22:03:09,Neutral,14
e2c3fec4-81b8-48b6-8034-5a00d4f02ef7,Facebook,Like,2025-02-02 08:56:18,Negative,267
36119d1e-13e7-40b4-b17c-5b15da0fb4e8,Instagram,Like,2025-02-01 22:23:17,Positive,566
701a5ff8-93a4-476d-ad55-93fb1a474988,Twitter,Comment,2025-02-01 04:52:48,Positive,506
3e60c5b2-d186-4c8f-9321-dbbd36ce2046,Facebook,Share,2025-02-03 16:19:21,Positive,930
30716948-2377-4069-9fcf-325cf3aa48c7,Facebook,Share,2025-02-01 21:24:32,Positive,543
091619e8-9c08-4e27-bdaf-ccff299c6351,Facebook,Comment,2025-02-01 23:32:01,Positive,153
22238c12-7e4d-46a7-8d37-579b69242a93,Facebook,Share,2025-02-03 23:50:11,Neutral,493
5415f8b8-b59d-45b7-b1ee-a76dcff43a01,Twitter,Like,2025-02-01 01:24:04,Neutral,890
a29f77d0-99ad-4c70-91e0-28e4b22a881e,Instagram,Comment,2025-02-01 22:50:37,Negative,892
4b3b6df9-04a2-438f-bd11-ffbc6e99abdb,LinkedIn,Share,2025-02-02 12:04:54,Positive,171
3b6c678c-9511-4dd6-a8e5-04862ad39624,Twitter,Comment,2025-02-01 13:15:39,Positive,385
11ed84fd-fbbe-4764-852f-018650f433b1,Facebook,Share,2025-02-01 13:52:38,Negative,437
59a02fb4-3924-475e-9bab-ac565a901c56,Instagram,Comment,2025-02-01 06:59:43,Neutral,258
ff20c97b-21ac-4866-adab-10564c9a68d1,Twitter,Comment,2025-02-03 05:26:45,Negative,952
f91d8e26-af25-4708-9dbd-74d00332ed2c,Instagram,Comment,2025-02-02 22:14:19,Negative,168
98cd0d31-f534-45ff-ad87-61e1558d7652,TikTok,Comment,2025-02-01 01:03:09,Positive,560
85f3993b-be8e-4766-8b8c-f6dd692fac1f,LinkedIn,Like,2025-02-01 10:50:10,Negative,895
1972c5b7-d2b4-4856-94ee-b0ce64cc573c,TikTok,Share,2025-02-01 04:17:19,Negative,238
715e4c87-66af-4f36-82eb-9b4bf2794e1c,Facebook,Share,2025-02-02 13:31:03,Positive,634
b9196c67-0add-48ae-b512-edb1f1e11930,TikTok,Like,2025-02-02 22:09:43,Neutral,154
3ed9e5ce-02a8-4fe9-9d17-631d0d9c6dba,Facebook,Share,2025-02-03 23:17:18,Neutral,743
c949e4b0-3ad8-482e-ada3-7f64d13433e3,LinkedIn,Like,2025-02-03 18:59:09,Positive,993
7f2480c3-6303-43a3-a2b9-f447f43703c5,Facebook,Comment,2025-02-03 10:12:48,Positive,47
52b0c0d5-196b-4626-a7ba-c63be9255a9d,LinkedIn,Like,2025-02-03 23:50:29,Negative,599
4ebd5404-9a88-4d0a-b9bc-46601472ce05,LinkedIn,Comment,2025-02-02 16:00:56,Positive,221
531d6161-08bf-4017-8ff9-1893a1200ba5,Twitter,Comment,2025-02-02 06:45:34,Neutral,356
5993d0d2-c7d6-4d96-a68e-2a80093b2c6b,TikTok,Comment,2025-02-01 19:24:58,Neutral,611
4dc4af10-b789-41dc-88d3-c51097328a37,Facebook,Share,2025-02-03 23:56:16,Positive,79
e2b693d7-4d6c-4ad7-b2ce-d3a7798a1fa2,TikTok,Like,2025-02-02 15:51:58,Positive,548
f5cd60f8-c613-4fb7-b8b2-d332f31927e8,Instagram,Comment,2025-02-03 02:30:06,Negative,818
f0b04a1b-1cff-4a5b-95a3-1dd7efa1eb12,Facebook,Share,2025-02-02 14:21:18,Positive,467
b5227747-4606-4a36-bdf5-7dabbdae6e9e,Instagram,Share,2025-02-01 12:02:52,Negative,840
6ff0efa6-8bec-4aee-8428-50eb50c1e416,Twitter,Share,2025-02-03 22:35:16,Positive,858
946c6a2e-6a10-48b6-aac2-7c6662810215,LinkedIn,Comment,2025-02-03 12:23:35,Positive,794
6e2d86dc-34b2-4b6f-9b87-013e8df9cd4a,TikTok,Comment,2025-02-02 16:25:11,Neutral,607
28154ff1-6c34-4ccf-b24b-17b4d1d9c1af,Instagram,Share,2025-02-03 11:23:26,Positive,864
7bc9f9bc-2bb1-4148-9579-2c456c2f98c5,LinkedIn,Comment,2025-02-01 14:22:03,Positive,456
616e519c-e9b4-48f7-9ede-02998f67ee81,Facebook,Share,2025-02-03 17:11:41,Positive,672
4727c201-862f-4b96-877a-f01df5b6432c,Twitter,Comment,2025-02-03 14:14:17,Negative,82
012815c9-41a1-4068-8110-e3ddf03b540c,LinkedIn,Share,2025-02-02 07:49:54,Negative,52
8b5c02d1-e8e6-4a9f-9a37-9772cb04bc61,TikTok,Share,2025-02-03 07:44:15,Positive,692
a5b84463-9c03-4fa2-8521-b607260de123,TikTok,Like,2025-02-01 14:20:06,Negative,303
82e25d68-b1f7-4ff8-8f22-b3469614186a,Instagram,Share,2025-02-01 08:31:08,Positive,884
32091c8d-83fd-4072-87b3-15d1ac9f7795,LinkedIn,Comment,2025-02-01 04:33:12,Neutral,904
3acf1c04-3ab8-4df8-a4a6-8be4ce3cd126,Facebook,Like,2025-02-03 09:19:27,Neutral,176
22453150-128c-4547-ba6b-26944d9ff85a,Facebook,Comment,2025-02-03 08:42:19,Neutral,303
5788ebd6-d538-48db-9608-d833239160a8,Instagram,Comment,2025-02-02 08:55:24,Positive,558
ff78ec1c-6437-43f3-a371-f609a554aa8a,TikTok,Comment,2025-02-01 14:53:07,Neutral,819
648c6e0c-2dbe-4e08-943d-ebb3ba866728,TikTok,Comment,2025-02-02 11:00:33,Positive,752
cde2894e-de24-4c3d-aa62-12697ce2bcc8,LinkedIn,Comment,2025-02-02 20:44:59,Neutral,375
ce4d2a92-66c6-43af-a0d5-d247c856cae8,TikTok,Comment,2025-02-01 05:18:17,Neutral,778
27a0a1b7-1757-4bf0-9c07-00adf368592e,Instagram,Comment,2025-02-03 06:41:11,Negative,837
f02d711b-4a75-4476-b5ea-7f37e13fc872,Twitter,Like,2025-02-03 20:43:53,Neutral,401
d0163fab-3e6a-4c98-bb4f-e3bfe8d6fe95,LinkedIn,Share,2025-02-01 10:46:59,Neutral,14
6e4503d5-b6c6-4ed8-9f41-cb6f88c8245a,Twitter,Like,2025-02-01 19:02:26,Negative,963
345f97e7-364f-4f5b-8ab3-6d094943f5e2,LinkedIn,Comment,2025-02-03 13:07:37,Positive,855
abef1dee-2798-445e-9a69-b6e94d9dd0c4,Instagram,Comment,2025-02-02 11:23:01,Negative,503
4c03366f-9539-4c80-a640-5b083dada05b,Instagram,Comment,2025-02-01 15:06:10,Neutral,919
3313afe9-4e2c-4158-91d1-356f41b9eaae,Twitter,Comment,2025-02-02 18:16:04,Negative,841
2d3715ed-5f07-442e-8977-32ddc650e0c6,Instagram,Like,2025-02-01 11:38:24,Negative,7
b0e259ae-2163-4099-af44-0fe13893fc1c,LinkedIn,Comment,2025-02-03 06:09:19,Neutral,825
aaa9da3c-9bd5-409e-9537-8d2fba0ed23f,TikTok,Like,2025-02-02 18:57:24,Positive,384
37afa554-23cb-490f-9764-b2447c9aebb5,Facebook,Like,2025-02-01 06:12:47,Negative,952
55a4fdc2-6ded-46a7-aad5-37d90d53bc6a,Instagram,Like,2025-02-02 07:03:47,Negative,433
f103c00e-5802-43a4-a11b-12483dab0087,Instagram,Comment,2025-02-02 07:59:31,Neutral,220
733842ed-ad14-45bc-a7c3-78223557072f,LinkedIn,Comment,2025-02-03 08:04:23,Negative,624
d0ca576e-f64a-4ec1-bee1-a88a6c886c87,Twitter,Like,2025-02-03 07:57:30,Negative,639
53aa9ba9-5118-4d74-94e3-3cdc81490996,Instagram,Share,2025-02-03 20:03:01,Negative,942
3a7e0d70-7534-4805-9d6b-938aee85cbd4,Facebook,Comment,2025-02-03 07:59:52,Neutral,282
1d19e83b-ef30-4e8a-9995-59b77d8b376f,LinkedIn,Comment,2025-02-03 15:50:48,Positive,943
3249c404-a00e-4313-aa5a-1fcd8fb9439f,LinkedIn,Like,2025-02-03 13:49:11,Neutral,557
9df232cc-e535-438b-b076-13db127ac6be,LinkedIn,Like,2025-02-03 06:23:27,Negative,665
12318e24-a80e-44b4-b070-4fb675abb634,Instagram,Like,2025-02-02 17:17:02,Neutral,119
fc86bbcb-d562-43a8-9a55-c57a275de939,LinkedIn,Share,2025-02-01 09:12:45,Negative,332
5353f211-1434-4295-866e-bc56e6b534df,TikTok,Comment,2025-02-03 05:57:18,Positive,637
aad77b5d-aaab-45f6-848b-2bb7780c9a17,LinkedIn,Like,2025-02-01 21:16:19,Neutral,288
f5e60223-9a13-472f-8a05-08b6df10e98d,Facebook,Comment,2025-02-03 03:58:28,Neutral,894
e3f57f6e-c3f1-4b02-92e1-5a352e2e340b,LinkedIn,Share,2025-02-03 12:19:50,Positive,387
3911d747-1b9f-444d-a650-bc8f1fe3df8e,Twitter,Share,2025-02-03 02:10:28,Negative,175
b7503212-bd5e-4b69-94e5-92649c9e37b6,LinkedIn,Comment,2025-02-02 02:52:42,Negative,908
b3e8f270-a1e1-4314-9f28-cd3e79459ec4,Facebook,Comment,2025-02-02 01:51:34,Positive,854
2fabf08a-dc00-4606-806f-dd3639d0503b,Twitter,Like,2025-02-01 00:45:39,Neutral,638
618de91c-c08a-464a-b288-b80dcfbd5371,Twitter,Comment,2025-02-01 06:45:06,Neutral,843
8bdd2aad-5681-4a37-ba30-4db924c314d0,Instagram,Comment,2025-02-03 03:00:18,Neutral,308
7f49d173-610b-4755-a770-9056f63ff739,Twitter,Comment,2025-02-01 20:52:36,Negative,995
90abb92d-a102-4834-b340-414c5cb0220a,Instagram,Comment,2025-02-03 04:00:17,Neutral,341
3650842f-a55a-469a-99b9-ae89053d6a54,Instagram,Like,2025-02-02 18:05:35,Positive,864
aa6683f9-4604-4d29-804e-402987d3f114,Instagram,Like,2025-02-02 23:14:24,Neutral,389
ee8f480b-4380-4a63-9f50-920220c0297b,TikTok,Like,2025-02-03 02:13:35,Neutral,5
82311e25-0ba8-4f86-9b77-aa228429fca6,Facebook,Comment,2025-02-01 19:22:33,Negative,965
600abcd1-b0d9-49f1-bb18-2e8a901700d5,Twitter,Like,2025-02-03 08:49:09,Neutral,46
b49b7fbf-9de5-496f-8b45-7f913c7a11f6,TikTok,Share,2025-02-02 00:53:34,Neutral,631
faf22443-b1e7-43ef-8d13-715d11a8489c,Facebook,Comment,2025-02-02 04:46:08,Negative,13
8ba7ba97-56bd-488f-80e4-7dc1546b3c71,TikTok,Like,2025-02-01 12:47:58,Negative,606
fee0abc8-4304-4b71-804a-8072da63a5e0,LinkedIn,Share,2025-02-02 16:44:28,Negative,538
5a722b1f-775f-45ce-a513-ed34bf46f854,Facebook,Like,2025-02-03 18:19:42,Positive,415
57cae4b6-3f71-4b7a-b765-813e453b0fdb,LinkedIn,Like,2025-02-03 04:42:08,Negative,181
d9132498-199c-4a3a-8ff9-76599d9146b8,TikTok,Comment,2025-02-01 05:31:12,Negative,601
79c5a07d-f62a-4b9e-8e35-79093be8621d,Facebook,Comment,2025-02-02 02:47:05,Neutral,93
1e68ce26-253f-430f-b3a1-e2037379df5b,Instagram,Comment,2025-02-01 08:16:18,Positive,457
209761de-9e3e-460f-af54-cc4b6e265eaf,TikTok,Share,2025-02-03 04:00:01,Negative,961
53f1573e-5ee6-40d9-8659-f6ae6151adfd,TikTok,Comment,2025-02-02 20:12:53,Neutral,842
edbe508e-3ead-4923-88a3-bcac3fa2ca22,LinkedIn,Comment,2025-02-03 08:03:48,Neutral,247
e2f72b04-b05d-47a5-af93-e7f2579cdeaf,TikTok,Comment,2025-02-02 13:50:46,Positive,662
b871c63a-ca5e-4953-80f3-cd5aa5830f63,TikTok,Comment,2025-02-02 22:36:33,Negative,382
786f66d0-05fe-4f97-9893-c9d0114f8fd4,TikTok,Comment,2025-02-02 21:29:28,Negative,62
28dd33d1-d50d-4e82-857e-e4f5e7af04b6,TikTok,Like,2025-02-03 16:53:30,Negative,998
90a8c31b-3e1c-46ab-8c9f-f916b5594bc9,Twitter,Like,2025-02-01 12:39:52,Negative,690
81ebab98-5888-4761-b5db-35c4be955896,Facebook,Comment,2025-02-02 13:35:26,Neutral,787
8037a02a-c69d-4d6f-88ae-c40056959cc8,Twitter,Comment,2025-02-01 15:27:25,Positive,295
a2570dc6-3e68-43df-ba42-173319a2675a,TikTok,Comment,2025-02-01 16:41:33,Neutral,290
31e7b3aa-c0d5-4096-99ba-bfc0d3797582,TikTok,Comment,2025-02-03 07:23:49,Neutral,902
cf058016-a99b-4087-8d09-adc95c0d5256,TikTok,Share,2025-02-02 03:31:03,Neutral,685
4835079d-bdec-4b40-80cd-037a8e1e6f43,Facebook,Like,2025-02-03 08:54:40,Neutral,789
92327ef2-d11a-402b-a005-027405650290,Twitter,Like,2025-02-02 17:01:49,Positive,942
6b4fcb04-b4bf-49de-9b09-e68c5053d064,LinkedIn,Comment,2025-02-03 02:41:22,Neutral,551
07a03471-8af4-4faf-92eb-f1ae2bdbd5ef,TikTok,Comment,2025-02-01 10:16:19,Positive,970
b2d34670-42f6-4403-9fcb-5b0719b35c49,Twitter,Like,2025-02-03 18:29:11,Neutral,58
74dc335f-38df-4774-81fc-a259d28fded3,LinkedIn,Share,2025-02-01 14:46:06,Neutral,173
88178179-a2f6-4c50-bd9b-79750a67aed1,Facebook,Share,2025-02-02 16:55:53,Neutral,379
df8fbf21-8ac3-4993-90a7-a0bf1586d935,Instagram,Comment,2025-02-01 00:42:43,Positive,498
0098ca1b-c22d-4e5d-ac2c-4f752d8d2944,Twitter,Comment,2025-02-01 16:57:34,Neutral,312
6d02f0c1-2e9a-4307-b2a2-af3ed02f5145,Twitter,Like,2025-02-01 04:57:42,Positive,93
5a74f91e-f0f2-47d7-9f2e-25c0b2c32577,Facebook,Like,2025-02-01 17:51:05,Neutral,874
df35c30b-4080-4603-a01f-ecbfd99340e2,Twitter,Comment,2025-02-02 01:48:14,Negative,928
942bf36f-576b-41c7-b2ff-5755cd896fed,LinkedIn,Like,2025-02-01 18:48:01,Negative,977
a9e7651a-fb45-4a4b-b42c-c0ae4337f552,Twitter,Share,2025-02-03 21:21:34,Positive,25
cee53174-5526-4e18-9d79-269098617405,TikTok,Comment,2025-02-01 06:17:17,Negative,101
505d49bb-f523-4d40-a0e8-3b3a3c677f1f,Twitter,Share,2025-02-01 14:51:14,Negative,589
537cde5c-7eae-4344-b2f4-9f54f44b1c2e,Facebook,Like,2025-02-03 09:24:54,Positive,379
1c05ff18-769c-4744-8208-a731603db9dc,Facebook,Like,2025-02-03 03:21:23,Positive,620
95326e12-02e0-4417-815d-e8607048fd63,Facebook,Like,2025-02-01 17:19:34,Neutral,982
b57e2f24-b577-4082-9651-772fb7ffb435,TikTok,Comment,2025-02-02 11:08:29,Negative,873
426ab3c3-af24-4216-a243-5bcba6b30e72,Facebook,Comment,2025-02-03 21:50:06,Neutral,802
88fac6f5-e0d7-4ffa-90c0-fe62c5dbbb5b,TikTok,Like,2025-02-01 10:16:21,Negative,551
b7d683ea-4cd4-4aaa-8884-eb97258370e1,Facebook,Share,2025-02-01 14:09:42,Positive,143
a48affa3-c1aa-4745-8c15-e7983023f707,Twitter,Share,2025-02-02 10:48:56,Negative,971
c76e8269-440e-4f8f-959e-dd1886a17f23,LinkedIn,Like,2025-02-01 06:40:34,Neutral,62
c40f3704-f151-4e22-8568-8c8ff88e1b72,LinkedIn,Comment,2025-02-01 18:26:42,Positive,576
6b35c5a9-43c2-4eea-a1cf-e743d1db1961,Twitter,Comment,2025-02-01 22:57:52,Negative,289
b1088332-ac9c-402b-a109-475a2a27b2ec,Twitter,Like,2025-02-02 10:54:11,Negative,1
96bbd59a-f020-4be7-a58e-42c178adf9c0,Facebook,Like,2025-02-03 19:40:39,Positive,642
b8b99d8a-1a4b-440d-922e-1ed4f5c98f51,TikTok,Share,2025-02-01 22:23:09,Positive,591
c132ae99-f3fe-4263-9251-a8a0b07dad09,LinkedIn,Like,2025-02-03 06:44:03,Positive,594
fb6d6fa9-b761-452a-a1ca-2fca108edc56,Facebook,Like,2025-02-03 15:40:01,Neutral,84
baca91c6-4c85-46ac-8330-bbc3f87a0ebc,LinkedIn,Share,2025-02-03 19:19:51,Positive,77
2a7db9e7-1290-4b4b-962a-9bb4347f5969,LinkedIn,Comment,2025-02-03 14:36:19,Positive,183
68f664c4-0f93-4010-9b45-5415e4c9bf2e,TikTok,Comment,2025-02-03 12:09:16,Positive,193
3a91ed9a-533d-4061-859e-3108e5387a9c,LinkedIn,Like,2025-02-02 06:19:53,Neutral,861
1b08d6d7-519d-4a0e-9b17-5bc47e7967f7,LinkedIn,Like,2025-02-02 11:17:05,Positive,213
8a69b985-0962-4bb1-b3ef-78821e289c69,LinkedIn,Comment,2025-02-03 11:48:41,Negative,916
a48e58be-2326-4736-b079-65bc725553cb,Instagram,Comment,2025-02-01 14:48:27,Negative,285
d5baa24f-ad10-443c-8a88-01c2bb80b3b9,Facebook,Comment,2025-02-01 10:36:55,Negative,456
9b5e44cf-d5db-47a1-8ef4-8a8aee8592e9,Instagram,Comment,2025-02-02 16:13:02,Neutral,375
5d92e7b6-ac60-4007-b85b-0258fa964de0,Instagram,Share,2025-02-02 20:58:56,Neutral,306
384e6611-09da-4930-ab73-7778fa8018b4,Instagram,Share,2025-02-02 14:23:13,Positive,541
b24c7763-32e1-40dc-908c-d1afd450a32b,TikTok,Like,2025-02-03 23:29:33,Positive,704
a9d49282-5679-499e-a9d2-6b047668e829,LinkedIn,Comment,2025-02-01 16:34:40,Neutral,206
384de93a-ae07-4915-91ad-deb2a7929081,Instagram,Like,2025-02-01 07:56:32,Positive,581
881a3644-6797-4a1b-9aa4-0ec2065ce824,Twitter,Share,2025-02-01 01:35:56,Negative,203
58ed8ed4-847d-4115-b446-1f1964cbd100,TikTok,Comment,2025-02-01 16:56:54,Neutral,142
1ad2c2c3-5ec3-4319-a163-6d5117a62d0d,Twitter,Comment,2025-02-01 02:43:43,Negative,704
228ae5e4-e867-40de-88f7-123459b15980,Facebook,Like,2025-02-01 11:34:03,Negative,825
16b04a0b-74e0-4859-ad78-d55aadced5cf,TikTok,Comment,2025-02-03 16:38:22,Positive,175
9e38bc78-c66f-4fa1-859b-76e3eddd43fd,Twitter,Comment,2025-02-01 22:22:04,Positive,412
7f2b973b-2e66-4991-8426-d706cf2dcf48,Instagram,Share,2025-02-03 03:50:22,Neutral,941
9f699750-1b7d-49bc-acfb-2cc18679983b,TikTok,Share,2025-02-03 11:55:09,Negative,55
ffc9ec45-9053-4ffc-8254-a5e75101d8ea,LinkedIn,Comment,2025-02-03 19:03:07,Neutral,426
dc51815c-a4b2-4e0b-b4ec-8ad61ffbb738,Facebook,Comment,2025-02-03 23:02:14,Positive,669
a5fe533d-a9c1-4517-9744-2cc39e4f2ffc,LinkedIn,Share,2025-02-02 15:25:41,Neutral,875
086b0d0d-15c2-4603-bb2e-38cefbf10f33,TikTok,Like,2025-02-03 00:52:45,Positive,297
df549857-5efa-4bae-a697-9c524742d591,Facebook,Comment,2025-02-02 17:20:22,Neutral,280
4a04d3fa-669e-4910-81ff-557dc2ea5cbe,Instagram,Share,2025-02-01 09:16:21,Negative,458
de30fe10-e6dd-4db7-86e0-6f1f9022d3e0,Facebook,Comment,2025-02-03 08:28:03,Positive,328
737e784b-160a-4dab-9343-0d69f6e87783,LinkedIn,Share,2025-02-03 13:26:01,Neutral,438
938d07c0-f6cf-4ed1-bd57-9b71642d630a,TikTok,Like,2025-02-03 17:04:17,Neutral,249
